LotFrontage,LotArea,LotShape,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,TotalSF,TotalFinishedSF,TotalBathrooms,TotalPorchSF,HouseAge,RemodAge,GarageAge,WasRemodeled,IsNewHouse,HasPool,Has2ndFloor,HasGarage,HasBasement,HasFireplace,OverallQualCond,ExterQualCond,GarageQualCond,QualGrLivArea,QualTotalSF,OverallQual_sq,GrLivArea_sq,MSSubClass_150,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_None,Alley_Pave,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,MoSold_10,MoSold_11,MoSold_12,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
-0.2564764364743176,-0.2643267503788737,0.0,0.5,0.0,0.6630434782608695,0.24324324324324326,1.0508050472224841,1.0,0.0,0.0,0.0,0.0,0.4,0.1400426281761688,0.0,0.0,-0.8380551009465683,-0.2691924227318046,0.0,-0.5116959609560777,1.0385413687381992,0.0,0.3520278215247158,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,-0.5,0.601927768987192,0.0,0.0,0.28016359918200406,0.0,0.0,0.0,0.0,0.2612170078299591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09217678131288139,0.5680476974600915,3.0,-0.54924015637946,-0.6521739130434783,-0.24324324324324326,-0.8352521917076748,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.42447564230833906,0.3097514355885696,0.47265486802234474,0.3576972436740388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.469964168048189,0.03054978460120898,0.0,0.0,3.0,0.07608695652173914,-0.4864864864864865,0.0,0.0,0.0,0.0,0.0,2.3495966477454164,0.2,0.21980758351969967,0.0,0.0,-0.3944820913439335,0.5403788634097707,0.0,0.33252035627055915,0.0,0.0,-0.32157061490797034,0.0,0.7304631471189668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.023285080229562938,0.0,0.0,-0.07975460122699386,0.0,0.0,0.0,1.1664664501420219,-0.7049244719370628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05090616668813409,0.4006202725834446,1.0,0.37515756964948077,-0.08695652173913043,0.4594594594594595,0.018261564624744528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,-0.20420032284875567,0.04514013989950646,0.0,-0.31941505093422823,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.10068914480903793,0.4050474649594144,-1.0,0.5,0.0,0.6195652173913043,0.21621621621621623,0.9970089754525815,1.0,0.0,0.0,0.0,1.0,0.4,0.05335319495705838,0.0,0.0,-0.07487709553006706,-0.1415752741774676,0.0,-0.3586017185107695,1.0419547513794152,0.0,0.4509914749969451,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.5558620380253794,0.0,0.0,0.5255623721881391,0.0,0.0,0.0,0.0,0.14941572986097645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22572195443915857,0.4318738166728883,3.0,-0.7347341416673201,-0.6086956521739131,-0.21621621621621623,-0.7033922553346299,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4864496806005507,0.39351539963752424,0.47265486802234474,0.4597667357139021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5300358319518109,0.018370691214145748,-1.0,0.5,0.0,-1.25,-0.6486486486486487,0.0,0.0,0.0,-1.0,0.2793713480100486,0.0,0.2,-0.11878417480304354,0.0,0.0,0.09804304227445021,-0.46859421734795614,-0.5,-0.2652142980465643,1.009028359369115,0.0,0.36129742963825096,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.48669004387608006,-1.0,1.0,0.6646216768916156,0.0,0.0,0.0,0.0,0.09730384835948994,8.797735592116597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07975841022668825,0.0,0.394762502645043,1.2173913043478262,0.5945945945945946,-0.6477427121664697,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4302805997522919,0.25193436447888096,0.47265486802234474,0.36722959773819797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
0.6442140439022846,0.9817522523257908,-1.0,1.0,0.0,0.5978260869565217,0.16216216216216217,1.224571948713552,1.0,0.0,0.0,0.0,1.7473143510832982,0.4,0.12223995656138324,0.0,0.0,0.020448257935454992,0.3070787637088734,0.0,0.1162651087929603,1.0905453887033432,0.0,0.9324038233710793,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.5,0.0,0.0,0.25,0.5328145020501612,0.0,1.0,1.4580777096114519,0.0,0.0,0.0,1.0374820403803926,0.3626661945084081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7678384891731616,0.9428289624020946,3.0,0.32503446876097436,-0.5869565217391305,-0.16216216216216217,-0.6477427121664697,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.9868648423202452,0.9539407077904553,0.9022656776641436,0.9657550480242201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6866853341578308,0.9564665128195128,-1.0,-0.5,0.0,0.44565217391304346,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.14870186011639958,0.0,0.0,-1.3650428946278312,-0.38883349950149554,0.0,-0.6643187043040526,0.9410861625138066,0.0,-0.1553748832554103,1.0,0.0,-1.0,1.0,-2.0,0.0,0.0,-0.5,0.0,-1.0,-0.5,0.3712070551027262,-1.0,0.0,0.002044989775051125,0.0,0.0,0.0,0.6434111977937839,0.05451141896326996,0.0,9.178050664421773,0.0,0.0,0.0,1.5409627556327752,11.147538247731708,-0.33581014956637883,0.2530234602986538,1.0,0.5557140123658311,-0.41304347826086957,0.0,-0.32966059784090873,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-0.3437473650121903,-0.4608013292249439,-0.5273451319776553,-0.15520790998183617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24155735878839998,0.14573759309327058,0.0,1.0,0.0,0.6847826086956522,0.2972972972972973,1.0358597215227865,1.0,0.0,0.8422747575632559,0.0,1.7473143510832982,0.4,0.3063430146810311,0.0,0.0,-0.31360819443955673,1.3858424725822533,0.0,1.0065177640037906,0.0,0.0,0.33071849277999793,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.6249459820292022,0.0,0.0,0.6400817995910021,0.0,0.0,0.0,1.119744880009226,0.2403813311114264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7965400663537527,1.1058091716012324,2.0,0.40544462968375283,-0.6956521739130435,-0.32432432432432434,-1.0116972662360875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.6024599033001351,0.972306496950724,0.9022656776641436,0.3358059797534147,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.469964168048189,0.21434207514212295,-1.0,0.5,1.0,0.010869565217391304,-0.5675675675675675,1.1097522086860956,0.0,0.0,0.0,0.0,1.0,0.2,0.18758154225977725,1.089870956523857,4.597156711708116,-0.590023283211805,0.2313060817547358,0.0,0.041983988003083055,1.0732856104976214,0.0,0.8141643640667745,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.25,-0.09320043909161783,0.0,0.0,0.018404907975460124,0.0,0.0,0.0,1.0956978790145557,0.6724885808596437,8.39538258223558,0.0,0.0,0.0,0.0,0.0,9.391827134755262,0.6518821122863784,1.0433339557564454,3.0,0.9386673356552812,0.021739130434782608,0.5945945945945946,0.10288604957488248,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7138705580614256,0.6608095488117114,0.47265486802234474,0.840024227200982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0745234809577138,-0.9851560090937446,0.0,0.5,0.0,-0.9021739130434783,-1.1891891891891893,0.0,0.0,0.0,-1.0,0.0,0.0,-0.6,-0.8582719522254361,0.0,0.0,0.5743271791323117,-0.07776669990029911,-0.5,-0.13234817786184727,1.0077561553539862,0.0,0.4356064597106816,0.0,0.0,0.0,0.0,-1.0,0.4638544907568095,0.0,1.0,-0.18059459163956637,1.0,0.25,-1.0816221905155945,-1.0,0.0,-0.04703476482617587,-0.3466451177569989,0.0,0.0,0.8347919027410431,-0.7049244719370628,8.158132683068054,0.0,0.0,0.0,0.0,0.0,0.0,0.24431792657261123,-0.1038358267933707,0.0,0.3685110706621867,0.9130434782608695,1.1891891891891893,0.5678711347129596,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.4905765107619584,0.4768151911671395,0.40517931414110614,0.47265486802234474,0.4438553181081419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
-1.1398722399119068,-0.5589769142766153,0.0,-0.5,1.0,-0.7282608695652174,-1.1891891891891893,0.0,0.0,0.0,-1.0,0.0,0.0,0.4,0.18528173570318263,0.0,0.0,-0.883426373551395,0.0,0.0,-0.018204492765289824,0.0,0.0,-0.6609992183368729,1.0,0.0,-1.0,0.0,-1.0,0.4638544907568095,0.0,-0.5,0.0,1.0,0.25,-0.8919526148575447,0.0,-1.0,-1.1226993865030674,0.2793713480100486,0.0,0.0,0.0,-0.3971725593550219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4394002849020019,0.07418392089407783,0.0,-1.6416006991898346,0.7391304347826086,1.1891891891891893,0.49713370520005634,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.3779883882844026,-0.6448440232381978,-0.5225813318211844,-0.5273451319776553,-0.6489733583768479,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
